code,description
E6100314,"Mitigation: 207th Street Yard Sewers"
E6100315,"Mitigation: Protection Of Additional Yards"
E6120305,"Mitigation Reserve: Bus Rapid Transit - Staten Island North Shore: Right Of Way"
E6120307,"Mitigation: Various Bus Depots"
E6120308,"Mitigation: Roof Protection At Michael J Quill Depot (SBFP)"
E6120309,"Mitigation: Yukon Bus Depot (SBFP)"
E6120301,"Mitigation Reserve: Depots In Flood Zones, Phase 1"
E6120302,"Mitigation Reserve: Depots In Flood Zones, Phase 2"
E6120303,"Mitigation Reserve: Bus Rapid Transit - Bus Service Enhancements, Phase 1"
E6120304,"Mitigation Reserve: Bus Rapid Transit - Bus Service Enhancements, Phase 2"
E6120306,"Mitigation Reserve: Contingency Planning For Bus Transit Service"
E6160209,"East Side Access Impacts"
E6160211,"Recovery: Employee Facility At Whitehall Station"
E6160212,"Fulton Center Impacts"
E6160208,"Recovery: Miscellaneous Facilities"
E6160210,"Second Avenue Subway Phase 1 Impacts"
E6160214,"Recovery: Miscellaneous Support (Canarsie Tube)"
E6160215,"Recovery: Project Management (Canarsie Tube)"
E6160303,"Mitigation Reserve: Bus Rapid Transit - Staten Island North Shore: Bus Stations"
E6160304,"Mitigation Reserve: Bus Rapid Transit - Staten Island North Shore: Systems"
E6160305,"Mitigation Reserve: Bus Rapid Transit - Staten Island North Shore: Support Facilities"
E6160306,"Mitigation Reserve: Bus Rapid Transit - Staten Island North Shore: Real Estate"
E6160308,"Mitigation: Near-Term Flood Protection At Hammels Wye - Design Only"
E6160309,"Mitigation: Near-Term Flood Protection At Stillwell Avenue Terminal Facility (SBFP)"
E6160310,"Mitigation: Consolidated Revenue Facility"
E6160311,"Mitigation: Zerega Maintenance Facility"
E6160312,"Mitigation: Tiffany Central Warehouse"
E6160313,"Mitigation: Consolidated Revenue Facility (SBFP)"
E6160314,"Mitigation: Zerega Maintenance Facility (SBFP)"
E6160315,"Mitigation: Tiffany Central Warehouse (SBFP)"
E6160301,"Mitigation Reserve: Police And Other Facilities"
E6160302,"Mitigation Reserve: Administrative Facilities"
E6160307,"Mitigation: Analysis Of Best Flood Mitigation Approaches World Wide - Design Only"
E60303ZG,"Double Track Phase Ii / South Shore Resiliency"
E60303ZT,"Long Beach Branch Elevation Improvements"
E6030302,"Mitigation Reserve: Depots In Flood Zones - Phase 2"
E60303ZH,"Flood And Emergency Management Equipment Mitigation"
E60303ZR,"Gateway 11th Ave Extension"
E6030301,"Mitigation Reserve: Depots In Flood Zones - Phase 1"
E6030202,"Recovery Reserve: Restoration Surplus"
E6030201,"Recovery: Far Rockaway Depot"
E6010204,"Restoration Of Cross Bay Bridge North Abutment After Super Storm Sandy"
E6010206,"Restoration Of Marine Parkway Bridge After Super Storm Sandy"
E6010209,"Restoration Of Verrazano Narrows Bridge After Super Storm Sandy"
E6010210,"Restoration Of Robert F Kennedy Bridge After Super Storm Sandy"
E6010228,"Restoration Of Hugh Carey Tunnel After Super Storm Sandy"
E6010240,"Restoration Of Queens Midtown Tunnel After Super Storm Sandy"
E6010203,"Recovery Reserve: Rolling Stock Restoration"
E6010201,"Rolling Stock Restoration"
E6010301,"Hugh Carey Tunnel Mitigation - Perimeter Work"
E6010302,"Hugh Carey Tunnel Mitigation - Flood Gates And Other"
E6010303,"Queens Midtown Tunnel Mitigation - Perimeter Work"
E6010304,"Queens Midtown Tunnel Mitigation - Flood Gates And Other"
E6010305,"Marine Parkway Bridge Mitigation - Flood Wall & Other Resiliency Measures"
E6010306,"Cross Bay Bridge Mitigation - Flood Wall & Other Resiliency Measures"
E6010307,"Bronx Whitestone Bridge Mitigation - Flood Wall & Other Resiliency Measures"
E6010308,"Throgs Neck Bridge Mitigation - Flood Wall & Other Resiliency Measures"
E6010309,"Flood Mitigation At Robert F. Kennedy Bridge -Infiltration Protection"
E6010310,"Flood Mitigation At Robert Moses Building - Flood Wall & Other Resiliency Measures At Randall'S Island Facility"
E6010324,"Master Plan And Resiliency Needs For Marine Parkway And Cross Bay Bridges"
E6020202,"Restore Hugh Carey Tunnel Roadway After Super Storm Sandy"
E6020203,"Restore Queens Midtown Tunnel Roadway After Super Storm Sandy"
T6040406,"Passenger Station Local Area Network At 4 Stations"
T6040407,"Passenger Station Local Area Network At 8 Stations"
T6040408,"Passenger Station Local Area Network At 20 Stations"
T6040409,"Passenger Station Local Area Network At 2 Stations"
T6040410,"Passenger Station Local Area Network At 6 Stations"
T6040401,"Replacement Of Metrocard Electronic Components"
T6040402,"Purchase Of Automated Farecard Access (Afas) Gates."
T6040405,"New Fare Payment System - Omny"
T6040411,"Passenger Station Local Area Network At 188 Stations"
T6040701,"Replace 3 Escalators In Southern Manhattan"
T6040703,"Replace 2 Escalators At Roosevelt Av On The Queens Blvd Line"
T6040704,"Replace 11 Hydraulic Elevators"
T6040705,"Replace 7 Hydraulic Elevators"
T6040706,"Replace 2 Hydraulic Elevators At Grand Central Terminal"
T6040707,"Replace 2 Escalators And 2 Stairs At Grand Central Station - Design Only"
T6040708,"Replace 11 Hydraulic Elevators At Various Locations - Design Only"
T6040709,"Replace 12 Traction Elevators On The Broadway/7th Avenue Line - Design Only"
T6040710,"Replace 8 Traction Elevators At Various Locations - Design Only"
T6040711,"Replace 6 Traction Elevators On The 8th Avenue Line - Design Only"
T6040712,"Replace 1 Hydraulic Elevator At Grand Central Terminal"
T6041201,"Station Work At 4th Avenue Station On The Culver Line"
T6041206,"Station Work At Pelham Bay Park On The Pelham Line"
T6041207,"Renewal Of Buhre Avenue Station On The Pelham Line"
T6041208,"Renewal Of Middletown Rd. Station On The Pelham Line"
T6041209,"Renewal Of Zerega Avenue On The Pelham Line"
T6041210,"Renewal Of Castle Hill Avenue Station On The Pelham Line"
T6041211,"Improvements At The Dyckman Street Station On The Broadway/7th Avenue Line"
T6041212,"Rehabilitation Of Smith-9th Station On The Culver Line"
T6041213,"Rehabilitation Of 20 Avenue Station On The Sea Beach Line"
T6041214,"Rehabilitation Of 8 Avenue Station On The Sea Beach Line"
T6041215,"Rehabilitation Of Fort Hamilton Parkway Station On The Sea Beach Line"
T6041216,"Rehabilitation Of 18th Avenue Station On The Sea Beach Line"
T6041217,"Rehabilitation Of Kings Highway Station On The Sea Beach Line"
T6041218,"Rehabilitation Of New Utrecht Avenue Station On The Sea Beach Line"
T6041219,"Rehabilitation Of Bay Parkway Station On The Sea Beach Line"
T6041220,"Rehabilitation Of Avenue U Station On The Sea Beach Line"
T6041221,"Rehabilitation Of 86 st Station On The Sea Beach Line"
T6041222,"Ceiling Repair At 181 st And 168 st On The Broadway-7th Av Line"
T6041225,"Renewal Of Central Avenue Station On The Myrtle Line"
T6041226,"Renewal Of Seneca Avenue Station On The Myrtle Line"
T6041227,"Renewal Of Forest Avenue Station On The Myrtle Line"
T6041228,"Renewal Of Knickerbocker Avenue Station On The Myrtle Line"
T6041229,"Renewal Of Fresh Pond Avenue Station On The Myrtle Line"
T6041230,"Structural Repairs At Borough Hall Station On The Lexington Avenue Line"
T6041231,"Renewal Of 104 Street Station On The Liberty Line"
T6041232,"Renewal Of Ozone Park - Lefferts Blvd Station On The Liberty Line"
T6041233,"Renewal Of 111 Street Station On The Liberty Line"
T6041234,"Renewal Of Rockaway Blvd Station On The Liberty Line"
T6041235,"Renewal Of 88 Street Station On The Liberty Line"
T6041236,"Renewal Of 80 Street Station On The Liberty Line"
T6041237,"Renewal Of Hunters Point Avenue On The Flushing Line"
T6041238,"Renewal Of Avenue X Station On The Culver Line"
T6041239,"Renewal Of Avenue U Station On The Culver Line"
T6041240,"Renewal Of Avenue P Station On The Culver Line"
T6041241,"Renewal Of Bay Parkway Station On The Culver Line"
T6041242,"Renewal Of 18 Avenue Station On The Culver Line"
T6041243,"Renewal Of Ditmas Avenue Station On The Culver Line"
T6041244,"Renewal Of Avenue I Station On The Culver Line"
T6041245,"Renewal Of Pennsylvania Avenue Station On The New Lots Line"
T6041246,"Renewal Of Rockaway Avenue Station On The New Lots Line"
T6041247,"Renewal Of Saratoga Avenue Station On The New Lots Line"
T6041248,"Renewal Of Junius Street Station On The New Lots Line"
T6041249,"Renewal Of Sutter Avenue Station On The New Lots Line"
T6041250,"Renewal Of Van Siclen Avenue Station On The New Lots Line"
T6041251,"Replacement Of Platform Edges At 3 Stations On The Eastern Parkway Line"
T6041252,"Replacement Of 2 Stairs At Junius st Station On The New Lots Avenue Line (Sbmp)"
T6041253,"Replacement Of 2 Stairs At Van Siclen Ave Station On The New Lots Avenue Line (Sbmp)"
T6041254,"Replacement Of 2 Stairs At Pennsylvania Ave Station On The New Lots Avenue Line (Sbmp)"
T6041255,"Replacement Of 2 Stairs At Rockaway Avenue Station On The New Lots Line (Sbmp)"
T6041256,"Replacement Of 3 Stairs At Saratoga Avenue Station On The New Lots Line (Sbmp)"
T6041257,"Replacement Of 2 Stairs At New Lots Avenue Station On The New Lots Line (Sbmp)"
T6041258,"Replacement Of 3 Stairs At Sutter Avenue Station On The New Lots Avenue Line (Sbmp)"
T6041259,"Repair Of 2 Stairs (Nb) At Longwood Avenue On The Pelham Line (Sbmp)"
T6041260,"Component Repairs At 4 Stations On The Jamaica Line"
T6041261,"Design Of Component Repairs At 5 Stations On The Brighton Line And Repair Of Street Stair At 7th Avenue Station On The Brighton Line (Sbmp)"
T6041262,"Component Repairs At 2 Stations On The Concourse Line"
T6041263,"Component Repairs At 138 st - 3Rd Avenue Station On The Pelham Line (Sbmp)"
T6041264,"Component Repairs At 3 Stations On The Astoria Line - Design Only"
T6041265,"Repair Of 1 Stair At 5 Avenue Station On The Flushing Line"
T6041266,"Repair Of 2 Stairs (Sb) At Longwood Avenue On The Pelham Line (Sbmp)"
T6041267,"Component Repairs At 149 st - Grand Concourse On The Jerome Line"
T6041268,"Component Repairs At 149 st - Grand Concourse On The White Plains Road Line"
T6041269,"Component Repairs At 2 Stations On The Flushing Line - Design Only"
T6041270,"Component Repairs At Vernon Blvd-Jackson Avenue On The Flushing Line"
T6041271,"Station Painting At 207 st On The Broadway-7 Avenue Line"
T6041272,"Ventilator Repairs At 7 Locations On The Canarsie And 6 Avenue Line"
T6041273,"Component Repairs At Longwood Avenue Station On The Pelham Line"
T6041274,"Component Repairs At 157 Street Station On The Broadway-7th Avenue Line"
T6041275,"Component Repairs At 2 Stations On The 6th Avenue Line - Design Only"
T6041276,"Component Repairs At 2 Stations On The Eastern Parkway Line"
T6041277,"Component Repairs At 3 Stations On The Brighton Line"
T6041278,"Repair Of 2 Street Stairs At Junction Boulevard On The Flushing Line (Sbmp)"
T6041279,"Repair Of 2 Street Stairs At Junction Boulevard On The Flushing Line (Sbmp)"
T6041280,"Component Repairs At 103 Street Station On The Lexington Line"
T6041281,"Component Repairs At 2 Stations On The Culver Line"
T6041282,"Component Repairs At 49 Street Station On The Broadway Line"
T6041283,"Component Repairs At 2 Stations On The 4th Avenue Line"
T6041284,"Component Repairs At Delancey Street-Essex Street Station On The Nassau Loop Line"
T6041285,"Ventilator Repairs At 4 Locations On The Queens Boulevard Line"
T6041286,"Ventilator Repairs At 4 Locations In Brooklyn And Queens - Design Only"
T6041287,"Ventilator Repairs At Elmhurst Avenue Station On The Queens Blvd Line (Sbmp)"
T6041288,"Ventilator Repairs At Montrose Avenue Station On The Canarsie Line (Sbmp)"
T6041289,"Station Painting At 3 Stations On The Brighton Line"
T6041290,"Components Repairs At 5 Stations On The Fulton Line - Design Only"
T6041291,"Component Repairs At 3 Stations On The Lexington Line"
T6041292,"Component Repairs At New Lots Avenue Station On The New Lots Line"
T6041293,"Component Repairs At 2 Stations On The Queens Boulevard Line"
T6041294,"Component Repairs At 6 Stations On The Canarsie Line - Design Only"
T6041295,"Ventilator Repairs At 5 Locations In Upper Manhattan And The Bronx"
T6041296,"Component Repairs At President Street And Newkirk Avenue Stations On The Nostrand Avenue Line - Design Only"
T6041297,"Component Repairs At Broad Channel Station On The Rockaway Line"
T6041298,"Replacement Of 2 Street Stairs At Ditmars Boulevard On The Astoria Line (Sbmp)"
T6041299,"Replacement Of 2 Stairs At Ditmars Boulevard Station On The Astoria Line (Sbmp)"
T60412A1,"Replacement Of 2 Stairs At 39 Avenue Station On The Astoria Line (Sbmp)"
T60412A2,"Repair Of Street Stairs At Grand Street Station On The Canarsie Line (Sbmp)"
T60412A3,"Component Repairs At Morgan Avenue Station On The Canarsie Line (Sbmp)"
T60412A4,"Component Repairs At Eastchester-Dyre Avenue Station On The Dyre Avenue Line"
T60412A5,"Ventilator Repairs At 5 Locations In Queens, Manhattan And Brooklyn"
T60412A6,"Repair Of 2 Street Stairs At 23Rd Street Station On The 6th Avenue Line (Sbmp)"
T60412A7,"Repair Of 2 Street Stairs At 23Rd Street Station On The 6th Avenue Line (Sbmp)"
T60412A8,"Repair Of 2 Street Stairs At 7th Avenue Station On The 6th Avenue Line (Sbmp)"
T60412A9,"Repair Of 2 Street Stairs At 7th Avenue Station On The 6th Avenue Line (Sbmp)"
T60412B1,"Component Repairs At 3 Stations On The Crosstown Line - Design Only"
T60412B2,"Component Repairs At 21st Street Station On The Crosstown Line"
T60412B3,"Component Repairs At Greenpoint Avenue Station On The Crosstown Line"
T60412B4,"Station Painting At 21st st And Greenpoint Avenue Stations On The Crosstown Line"
T60412B5,"Station Painting At 2 Locations On The Crosstown Line - Design Only"
T60412B6,"Component Repairs At 3 Stations On The Broadway Line"
T60412B7,"Component Repairs At 2 Stations On The Broadway Line"
T60412B8,"Repair Of 2 Street Stairs At Franklin Avenue Station On The Eastern Parkway Line (Sbmp)"
T60412B9,"Repair Of 2 Street Stairs At Franklin Avenue Station On The Eastern Parkway Line (Sbmp)"
T60412C1,"Ventilator Repairs At Clinton-Washington Avenues Station On The Crosstown Line (Sbmp)"
T60412C2,"Component Repairs At Aqueduct-North Conduit Avenue On The Rockaway Line"
T60412C3,"Component Repairs At 2 Stations On The Canarsie Line"
T60412C4,"Component Repairs At 3 Stations On The 8th Avenue Line"
T60412C5,"Replacement Of 2 Street Stairs At Broadway On The Astoria Line (Sbmp)"
T60412C6,"Replacement Of 1 Street Stair At Broadway On The Astoria Line (Sbmp)"
T60412C7,"Repair Of 3 Street Stairs At Rector Street On The Broadway Line (Sbmp)"
T60412C8,"Repair Of 5 Street Stairs At Rector Street On The Broadway Line (Sbmp)"
T60412C9,"Repair Of 2 Street Stairs At Jay Street-Metro Tech On The Broadway Line (Sbmp)"
T60412D1,"Ventilator Repairs At Elmhurst Avenue On The Queens Boulevard Line (Sbmp)"
T60412D2,"Ventilator Repairs At Grand Street On The Canarsie Line (Sbmp)"
T60412D3,"Ventilator Repairs At Clinton-Washington Avenues On The Crosstown Line (Sbmp)"
T60412D4,"Repair Of 1 Interior Stair At 49th Street On The Broadway Line (Sbmp)"
T60412D5,"Repair Of 2 Street Stairs At 9th Street On The 4th Avenue Line (Sbmp)"
T60412D6,"Repair Of 3 Street Stairs At Clinton-Washington Avenues On The Fulton Street Line (Sbmp)"
T60412D7,"Repair Of 3 Street Stairs At Clinton-Washington Avenues On The Fulton Street Line (Sbmp)"
T60412D8,"Repair Of 3 Street Stairs At Rockaway Avenue On The Fulton Street Line (Sbmp)"
T60412D9,"Repair Of 3 Street Stairs At Rockaway Avenue On The Fulton Street Line (Sbmp)"
T60412E1,"Component Repairs At 3 Stations On The Fulton Street Line"
T60412E2,"Component Repairs At High Street On The 8th Avenue Line And York Street On The 6th Avenue Line"
T60412E3,"Component Repairs At Van Cortland Park-242 Street On The Broadway-7th Avenue Line"
T60412E4,"Station Painting At Van Cortlandt Park-242 Street On The Broadway-7th Avenue Line"
T60412E5,"Renewal Of Astoria-Ditmars Blvd Station On The Astoria Line - Design Only"
T60412E6,"Renewal Of 30 Avenue Station On The Astoria Line - Design Only"
T60412E7,"Renewal Of Broadway Station On The Astoria Line - Design Only"
T60412E8,"Renewal Of 36 Avenue Station On The Astoria Line - Design Only"
T60412E9,"Renewal Of 39 Avenue Station On The Astoria Line - Design Only"
T60412F1,"Renewal Of Astoria Blvd Station On The Astoria Line - Design Only"
T60412F2,"Ventilator Repairs At 8 Locations In Lower Manhattan"
T60412F3,"Reserve: Sandy Repair South Ferry Leak Remediation"
T60412F4,"Reconstruction Of Hard Rail Track Panels At 9 Stations On The Sea Beach Line"
T60412F5,"Renewal Of 138 st - Grand Concourse Station On The Jerome Line - Design Only"
T60412F6,"Repair Of 4 Street Stairs At Avenue N Station On The Culver Line (Sbmp)"
T60412F7,"Station Painting At 3 Stations On The Jamaica Line"
T60412F8,"Repair Of Platform Components At 50th st Lower Level On The 8th Avenue Line"
T60412F9,"Repair Of 4 Street Stairs At Kings Highway Station On The Culver Line (Sbmp)"
T60412G1,"Repair Of 2 Street Stairs At 23Rd Street Station On The Eighth Avenue Line (Sbmp)"
T60412G2,"Repair Of 2 Street Stairs At 23Rd Street Station On The Eighth Avenue Line (Sbmp)"
T60412G3,"Repair Of 2 Street Stairs At 23Rd Street Station On The Eighth Avenue Line (Sbmp)"
